publication_citation,publication_authors,publication_year,publication_title,publication_publisher,publication_doi,publication_with_reported_data,locality,country_continent,habitat_description,habitat_type,category,group,micro_type,water_depth_m,water_depth_m_value,water_depth_m_location,chla_gm2,log_chla_gm2,chla_gm2_value,chla_gm2_conversion,chla_gm2_location,chla_gm3,log_chla_gm3,afdm_gm2,log_afdm_gm2,afdm_gm2_value,afdm_gm2_conversion,afdm_gm2_location,water_tp_ugl,log_water_tp_ugl,water_tp_ugl_conversion,water_tp_ugl_location,tp_stock_gm2,log_tp_stock_gm2,tp_stock_gm2_value,tp_stock_gm2_conversion,tp_stock_gm2_location,tp_stock_gm3,log_tp_stock_gm3,tn_stock_gm2,log_tn_stock_gm2,tn_stock_gm2_value,tn_stock_gm2_conversion,tn_stock_gm2_location
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,27,1.431,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,29.4,1.468,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,29.4,1.468,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,29.4,1.468,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,30.1,1.479,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,30.2,1.48,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,30.4,1.483,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,30.4,1.483,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,30.7,1.487,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,31.4,1.497,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,32.5,1.512,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,33.3,1.522,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,34.6,1.539,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,35.7,1.553,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,36,1.556,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,36.2,1.559,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,36.4,1.561,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,36.7,1.565,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,36.8,1.566,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,37.1,1.569,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,38.1,1.581,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,38.8,1.589,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,40.8,1.611,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,41.2,1.615,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,42.1,1.624,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,42.3,1.626,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,42.5,1.628,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,42.8,1.631,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,43,1.633,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,43.2,1.635,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
"Naranjo et al., 2019","Naranjo, R. C., Niswonger, R. G., Smith, D., Rosenberry, D., & Chandra, S.",2019,Linkages between hydrology and seasonal variations of nutrients and periphyton in a large oligotrophic subalpine lake,Journal of Hydrology,https://doi.org/10.1016/j.jhydrol.2018.11.033,NA,California and Nevada,United States of America,Lake Tahoe oligotrophic littoral zone,oligotrophic_lake_littoral_zone,lake_littoral_zone,other_fw_benthic_system,epilithon,0.5,value,methods text,-9999,-9999,NA,NA,NA,-9999,-9999,43.6,1.639,mean,none,table st4,13,1.114,none,table st2,-9999,-9999,NA,NA,NA,-9999,-9999,-9999,-9999,NA,NA,NA
